recipient_id,recipient_name,category,subcategory,restaurant_name,location,award_status,year,book_title,publisher,publication,show,company,project
49562,C̩sar Ramirez,Restaurant & Chef,Best Chefs,Chef's Table at Brooklyn Fare,"Brooklyn, New York",Semifinalist,2015,,,,,,
49518,David Tallent,Restaurant & Chef,Best Chefs,Restaurant Tallent,"Bloomington, Indiana",Semifinalist,2015,,,,,,
49549,Kevin Willmann,Restaurant & Chef,Best Chefs,Farmhaus,"St. Louis, Missouri",Semifinalist,2015,,,,,,
49536,James Winberg,Restaurant & Chef,Best Chefs,Travail Kitchen and Amusements,"Robbinsdale, Minnesota",Semifinalist,2015,,,,,,
49523,Peter Chang,Restaurant & Chef,Best Chefs,Peter Chang China Cafe,"Glen Allen, Virginia",Semifinalist,2015,,,,,,
49560,Alex Raij,Restaurant & Chef,Best Chefs,Txikito,"New York, New York",Semifinalist,2015,,,,,,
49516,Ryan McCaskey,Restaurant & Chef,Best Chefs,Acadia,"Chicago, Illinois",Semifinalist,2015,,,,,,
49623,Aaron Vandemark,Restaurant & Chef,Best Chefs,Panciuto,"Hillsborough, North Carolina",Semifinalist,2015,,,,,,
49606,Hari Pulapaka,Restaurant & Chef,Best Chefs,Cress,"DeLand, Florida",Semifinalist,2015,,,,,,
49600,Matthew McClure,Restaurant & Chef,Best Chefs,The Hive,"Bentonville, Arkansas",Semifinalist,2015,,,,,,
49647,Ed Kenney,Restaurant & Chef,Best Chefs,Town,"Honolulu, Hawaii",Semifinalist,2015,,,,,,
49532,Justin Severino,Restaurant & Chef,Best Chefs,Cure,"Pittsburgh, Pennsylvania",Semifinalist,2015,,,,,,
49620,Joshua Keeler,Restaurant & Chef,Best Chefs,Two Boroughs Larder,"Charleston, South Carolina",Semifinalist,2015,,,,,,
49608,Michael Stoltzfus,Restaurant & Chef,Best Chefs,Coquette,"New Orleans, Louisiana",Semifinalist,2015,,,,,,
49557,Carlo Mirarchi,Restaurant & Chef,Best Chefs,Blanca,"Brooklyn, New York",Semifinalist,2015,,,,,,
49561,Eder Montero,Restaurant & Chef,Best Chefs,Txikito,"New York, New York",Semifinalist,2015,,,,,,
49588,Nathan Lockwood,Restaurant & Chef,Best Chefs,Altura,"Seattle, Washington",Semifinalist,2015,,,,,,
49565,Jody Williams,Restaurant & Chef,Best Chefs,Buvette,"New York, New York",Semifinalist,2015,,,,,,
49520,Joseph Baldino,Restaurant & Chef,Best Chefs,Zeppoli,"Collingswood, New Jersey",Semifinalist,2015,,,,,,
49524,Anthony Chittum,Restaurant & Chef,Best Chefs,Iron Gate,"Washington, District of Columbia",Semifinalist,2015,,,,,,
49527,Lee Gregory,Restaurant & Chef,Best Chefs,The Roosevelt,"Richmond, Virginia",Semifinalist,2015,,,,,,
49529,Cedric Maupillier,Restaurant & Chef,Best Chefs,Mintwood Place,"Washington, District of Columbia",Semifinalist,2015,,,,,,
49548,David Swanson,Restaurant & Chef,Best Chefs,Braise,"Milwaukee, Wisconsin",Semifinalist,2015,,,,,,
49535,Bob Gerken,Restaurant & Chef,Best Chefs,Travail Kitchen and Amusements,"Robbinsdale, Minnesota",Semifinalist,2015,,,,,,
49522,Hari Cameron,Restaurant & Chef,Best Chefs,A(MUSE.),"Rehoboth Beach, Delaware",Semifinalist,2015,,,,,,
49572,Tim Maslow,Restaurant & Chef,Best Chefs,Ribelle,"Brookline, Massachusetts",Semifinalist,2015,,,,,,
49607,Giorgio Rapicavoli,Restaurant & Chef,Best Chefs,Eating House,"Miami, Florida",Semifinalist,2015,,,,,,
49550,Sean Wilson,Restaurant & Chef,Best Chefs,Proof,"Des Moines, Iowa",Semifinalist,2015,,,,,,
49603,Anna Newsome,Restaurant & Chef,Best Chefs,Ollie Irene,"Birmingham, Alabama",Semifinalist,2015,,,,,,
49621,Matthew Kelly,Restaurant & Chef,Best Chefs,Mateo,"Durham, North Carolina",Semifinalist,2015,,,,,,
49553,Paul Carmichael,Restaurant & Chef,Best Chefs,Ma Peche,"New York, New York",Semifinalist,2015,,,,,,
49579,Joel Viehland,Restaurant & Chef,Best Chefs,Community Table,"Washington, Connecticut",Semifinalist,2015,,,,,,
49639,William Bradley,Restaurant & Chef,Best Chefs,Addison at the Grand Del Mar,"San Diego, California",Semifinalist,2015,,,,,,
49604,Julie Petrakis,Restaurant & Chef,Best Chefs,The Ravenous Pig,"Winter Park, Florida",Semifinalist,2015,,,,,,
49556,Anna Klinger,Restaurant & Chef,Best Chefs,Al di La,"Brooklyn, New York",Semifinalist,2015,,,,,,
49577,Champe Speidel,Restaurant & Chef,Best Chefs,Persimmon,"Bristol, Rhode Island",Semifinalist,2015,,,,,,
49613,Katie Button,Restaurant & Chef,Best Chefs,Curate,"Ashville, North Carolina",Semifinalist,2015,,,,,,
49612,Jeremiah Bacon,Restaurant & Chef,Best Chefs,The Macintosh,"Charleston, South Carolina",Semifinalist,2015,,,,,,
49566,Tyler Anderson,Restaurant & Chef,Best Chefs,Millwright's,"Simsbury, Connecticut",Semifinalist,2015,,,,,,
49580,Eric Warnstedt,Restaurant & Chef,Best Chefs,Hen of the Wood,"Waterbury, Vermont",Semifinalist,2015,,,,,,
49564,Alex Stupak,Restaurant & Chef,Best Chefs,Empellon Cocina,"New York, New York",Semifinalist,2015,,,,,,
49551,Nick Anderer,Restaurant & Chef,Best Chefs,Marta,"New York, New York",Semifinalist,2015,,,,,,
49525,Lee Chizmar,Restaurant & Chef,Best Chefs,Bolete,"Bethlehem, Pennsylvania",Semifinalist,2015,,,,,,
49645,Tyler Florence,Restaurant & Chef,Best Chefs,Wayfare Tavern,"San Francisco, California",Semifinalist,2015,,,,,,
49596,Greg S Baker,Restaurant & Chef,Best Chefs,The Refinery,"Tampa, Florida",Semifinalist,2015,,,,,,
49618,Scott Howell,Restaurant & Chef,Best Chefs,Nana's,"Durham, North Carolina",Semifinalist,2015,,,,,,
49533,Angelo Vangelopoulos,Restaurant & Chef,Best Chefs,The Ivy Inn,"Charlottesville, Virginia",Semifinalist,2015,,,,,,
49578,Bill Taibe,Restaurant & Chef,Best Chefs,Le Farm,"Westport, Connecticut",Semifinalist,2015,,,,,,
49552,Jonathan Benno,Restaurant & Chef,Best Chefs,Lincoln Ristorante,"New York, New York",Semifinalist,2015,,,,,,
49537,Clayton Chapman,Restaurant & Chef,Best Chefs,The Grey Plume,"Omaha, Nebraska",Semifinalist,2015,,,,,,
49615,Kevin Gillespie,Restaurant & Chef,Best Chefs,Gunshow,"Atlanta, Georgia",Semifinalist,2015,,,,,,
49594,Jason Stratton,Restaurant & Chef,Best Chefs,Spinasse,"Seattle, Washington",Semifinalist,2015,,,,,,
49601,Rob C McDaniel,Restaurant & Chef,Best Chefs,SpringHouse,"Alexander City, Alabama",Semifinalist,2015,,,,,,
49526,Nicholas Elmi,Restaurant & Chef,Best Chefs,Laurel,"Philadelphia, Pennsylvania",Semifinalist,2015,,,,,,
49555,Markus Glocker,Restaurant & Chef,Best Chefs,Batard,"New York, New York",Semifinalist,2015,,,,,,
49540,Dan Fox,Restaurant & Chef,Best Chefs,Heritage Tavern,"Madison, Wisconsin",Semifinalist,2015,,,,,,
49605,Stephen T. Phelps,Restaurant & Chef,Best Chefs,Indigenous,"Sarasota, Florida",Semifinalist,2015,,,,,,
49636,Alex Seidel,Restaurant & Chef,Best Chefs,Fruition,"Denver, Colorado",Semifinalist,2015,,,,,,
49514,Anne Kearney,Restaurant & Chef,Best Chefs,Rue Dumaine,"Dayton, Ohio",Semifinalist,2015,,,,,,
49571,Matthew Louis,Restaurant & Chef,Best Chefs,Moxy,"Portsmouth, New Hampshire",Semifinalist,2015,,,,,,
49531,Dale Reitzer,Restaurant & Chef,Best Chefs,Acacia,"Richmond, Virginia",Semifinalist,2015,,,,,,
49646,Jeremy Fox,Restaurant & Chef,Best Chefs,Rustic Canyon,"Santa Monica, California",Semifinalist,2015,,,,,,
49650,Ludovic Lefebvre,Restaurant & Chef,Best Chefs,Trois Mec,"Los Angeles, California",Semifinalist,2015,,,,,,
49515,Thomas R Lents,Restaurant & Chef,Best Chefs,Sixteen,"Chicago, Illinois",Semifinalist,2015,,,,,,
49628,Omar Flores,Restaurant & Chef,Best Chefs,Casa Rubia,"Dallas, Texas",Semifinalist,2015,,,,,,
49652,Jennifer Puccio,Restaurant & Chef,Best Chefs,Marlowe,"San Francisco, California",Semifinalist,2015,,,,,,
49655,Matt Steigerwald,Restaurant & Chef,Best Chefs,Lincoln Cafe,"Mount Vernon, Iowa",Semifinalist,2015,,,,,,
49506,Marc Djozlija,Restaurant & Chef,Best Chefs,Wright & Company,"Detroit, Michigan",Semifinalist,2015,,,,,,
49509,Micah Frank,Restaurant & Chef,Best Chefs,Black Market,"Indianapolis, Indiana",Semifinalist,2015,,,,,,
49512,Andy Hollyday,Restaurant & Chef,Best Chefs,Selden Standard,"Detroit, Michigan",Semifinalist,2015,,,,,,
49513,Brian Huston,Restaurant & Chef,Best Chefs,Boltwood,"Evanston, Illinois",Semifinalist,2015,,,,,,
49538,Jim Christiansen,Restaurant & Chef,Best Chefs,Heydey,"Minneapolis, Minnesota",Semifinalist,2015,,,,,,
49542,Jonny Hunter,Restaurant & Chef,Best Chefs,Forequarter,"Madison, Wisconsin",Semifinalist,2015,,,,,,
49546,Patrick Ryan,Restaurant & Chef,Best Chefs,Port Fonda,"Kansas City, Missouri",Semifinalist,2015,,,,,,
49547,Andy Schumacher,Restaurant & Chef,Best Chefs,Cobble Hill,"Cedar Rapids, Iowa",Semifinalist,2015,,,,,,
49574,Michael Pagliarini,Restaurant & Chef,Best Chefs,Giulia,"Cambridge, Massachusetts",Semifinalist,2015,,,,,,
49576,Art Rogers,Restaurant & Chef,Best Chefs,Lento,"Rochester, New York",Semifinalist,2015,,,,,,
49581,Andrew Brown,Restaurant & Chef,Best Chefs,Jack Sprat,"Girdwood, Alaska",Semifinalist,2015,,,,,,
49583,Kevin Gibson,Restaurant & Chef,Best Chefs,Davenport,"Portland, Oregon",Semifinalist,2015,,,,,,
49584,Gregory Gourdet,Restaurant & Chef,Best Chefs,Departure,"Portland, Oregon",Semifinalist,2015,,,,,,
49586,Sunny Jin,Restaurant & Chef,Best Chefs,Jory Restaurant at the Allison Inn & Spa,"Newberg, Oregon",Semifinalist,2015,,,,,,
49589,Garrett Melkonian,Restaurant & Chef,Best Chefs,Mamnoon,"Seattle, Washington",Semifinalist,2015,,,,,,
49591,Sarah Pliner,Restaurant & Chef,Best Chefs,Aviary,"Portland, Oregon",Semifinalist,2015,,,,,,
49592,Ryan Roadhouse,Restaurant & Chef,Best Chefs,Nodoguro,"Portland, Oregon",Semifinalist,2015,,,,,,
49595,Nathan Whitley,Restaurant & Chef,Best Chefs,The Modern Hotel & Bar,"Boise, Idaho",Semifinalist,2015,,,,,,
49610,Brian Whittington,Restaurant & Chef,Best Chefs,Restaurant Orsay,"Jacksonville, Florida",Semifinalist,2015,,,,,,
49627,Andrew Cooper,Restaurant & Chef,Best Chefs,Terra at the Four Seasons Resort Rancho Encantado Santa Fe,"Santa Fe, New Mexico",Semifinalist,2015,,,,,,
49634,Steven Redzikowski,Restaurant & Chef,Best Chefs,Oak,"Boulder, Colorado",Semifinalist,2015,,,,,,
49635,Dana Rodriguez,Restaurant & Chef,Best Chefs,Work & Class,"Denver, Colorado",Semifinalist,2015,,,,,,
49651,Russell Moore,Restaurant & Chef,Best Chefs,Camino,"Oakland, California",Semifinalist,2015,,,,,,
49534,Mike Brown,Restaurant & Chef,Best Chefs,Travail Kitchen and Amusements,"Robbinsdale, Minnesota",Semifinalist,2015,,,,,,
49504,Myles C Anton,Restaurant & Chef,Best Chefs,Trattoria Stella,"Traverse City, Michigan",Semifinalist,2015,,,,,,
48271,Nicole Krasinski,Restaurant & Chef,Best Chefs,State Bird Provisions,"San Francisco, California",Winner,2015,,,,,,
48270,Stuart Brioza,Restaurant & Chef,Best Chefs,State Bird Provisions,"San Francisco, California",Winner,2015,,,,,,
48295,Jonathon Sawyer,Restaurant & Chef,Best Chefs,Greenhouse Tavern,"Cleveland, Ohio",Winner,2015,,,,,,
48284,Aaron Franklin,Restaurant & Chef,Best Chefs,Franklin Barbecue,"Austin, Texas",Winner,2015,,,,,,
48306,Jason Stanhope,Restaurant & Chef,Best Chefs,FIG,"Charleston, South Carolina",Winner,2015,,,,,,
48278,Blaine Wetzel,Restaurant & Chef,Best Chefs,The Willows Inn on Lummi Island,"Lummi Island, Washington",Winner,2015,,,,,,
48317,Barry Maiden,Restaurant & Chef,Best Chefs,Hungry Mother,"Cambridge, Massachusetts",Winner,2015,,,,,,
48290,Gerard Craft,Restaurant & Chef,Best Chefs,Niche,"Clayton, Missouri",Winner,2015,,,,,,
48323,Mark Ladner,Restaurant & Chef,Best Chefs,Del Posto,"New York, New York",Winner,2015,,,,,,
48301,Alon Shaya,Restaurant & Chef,Best Chefs,Domenica,"New Orleans, Louisiana",Winner,2015,,,,,,
48312,Spike Gjerde,Restaurant & Chef,Best Chefs,Woodberry Kitchen,"Baltimore, Maryland",Winner,2015,,,,,,
53274,Cosme,Restaurant & Chef,Best New Restaurant,,"New York, New York",Nominee,2015,,,,,,
53275,Petit Trois,Restaurant & Chef,Best New Restaurant,,"Los Angeles, California",Nominee,2015,,,,,,
53276,Spoon and Stable,Restaurant & Chef,Best New Restaurant,,"Minneapolis, Minnesota",Nominee,2015,,,,,,
53278,Central Provisions,Restaurant & Chef,Best New Restaurant,,"Portland, Maine",Nominee,2015,,,,,,
53277,The Progress,Restaurant & Chef,Best New Restaurant,,"San Francisco, California",Nominee,2015,,,,,,
53279,Parachute,Restaurant & Chef,Best New Restaurant,,"Chicago, Illinois",Nominee,2015,,,,,,
53553,Edmund's Oast,Restaurant & Chef,Best New Restaurant,,"Charleston, South Carolina",Semifinalist,2015,,,,,,
53549,Abe Fisher,Restaurant & Chef,Best New Restaurant,,"Philadelphia, Pennsylvania",Semifinalist,2015,,,,,,
53550,Alden & Harlow,Restaurant & Chef,Best New Restaurant,,"Cambridge, Massachusetts",Semifinalist,2015,,,,,,
53548,42 Grams,Restaurant & Chef,Best New Restaurant,,"Chicago, Illinois",Semifinalist,2015,,,,,,
53551,The Alley Light,Restaurant & Chef,Best New Restaurant,,"Charlottesville, Virginia",Semifinalist,2015,,,,,,
53552,Bazaar Meat by Jose Andres,Restaurant & Chef,Best New Restaurant,,"Las Vegas, Nevada",Semifinalist,2015,,,,,,
53554,Fiola Mare,Restaurant & Chef,Best New Restaurant,,"Washington, District of Columbia",Semifinalist,2015,,,,,,
53555,Kachka,Restaurant & Chef,Best New Restaurant,,"Portland, Oregon",Semifinalist,2015,,,,,,
53556,Langbaan,Restaurant & Chef,Best New Restaurant,,"Portland, Oregon",Semifinalist,2015,,,,,,
53557,Lazy Bear,Restaurant & Chef,Best New Restaurant,,"San Francisco, California",Semifinalist,2015,,,,,,
53558,Lusca,Restaurant & Chef,Best New Restaurant,,"Atlanta, Georgia",Semifinalist,2015,,,,,,
53559,Maude,Restaurant & Chef,Best New Restaurant,,"Beverly Hills, California",Semifinalist,2015,,,,,,
53560,Olamaie,Restaurant & Chef,Best New Restaurant,,"Austin, Texas",Semifinalist,2015,,,,,,
53561,One Eleven at the Capital,Restaurant & Chef,Best New Restaurant,,"Little Rock, Arkansas",Semifinalist,2015,,,,,,
53562,Sam Salvaje,Restaurant & Chef,Best New Restaurant,,"Dallas, Texas",Semifinalist,2015,,,,,,
53563,Semilla,Restaurant & Chef,Best New Restaurant,,"Brooklyn, New York",Semifinalist,2015,,,,,,
53564,Townsend,Restaurant & Chef,Best New Restaurant,,"Philadelphia, Pennsylvania",Semifinalist,2015,,,,,,
53625,The Grey,Restaurant & Chef,Best New Restaurant,,"Savannah, Georgia",Semifinalist,2015,,,,,,
53273,Batard,Restaurant & Chef,Best New Restaurant,,"New York, New York",Winner,2015,,,,,,
48812,Michel Nischan,Restaurant & Chef,Humanitarian of the Year,,,Winner,2015,,,,,,
48813,Richard Melman,Restaurant & Chef,Lifetime Achievement,Lettuce Entertain You Enterprises,"Chicago, Illinois",Winner,2015,,,,,,
48355,Belinda Leong,Restaurant & Chef,Outstanding Baker,B. Patisserie,"San Francisco, California",Nominee,2015,,,,,,
48356,Michel Suas,Restaurant & Chef,Outstanding Baker,B. Patisserie,"San Francisco, California",Nominee,2015,,,,,,
48352,Joanne Chang,Restaurant & Chef,Outstanding Baker,Flour Bakery + Cafe,"Boston, Massachusetts",Nominee,2015,,,,,,
48354,William Werner,Restaurant & Chef,Outstanding Baker,Craftsman and Wolves,"San Francisco, California",Nominee,2015,,,,,,
48353,Mark H Furstenberg,Restaurant & Chef,Outstanding Baker,Bread Furst,"Washington, District of Columbia",Nominee,2015,,,,,,
49405,Matt Lewis,Restaurant & Chef,Outstanding Baker,Baked,"Brooklyn, New York",Semifinalist,2015,,,,,,
49406,Renato Poliafito,Restaurant & Chef,Outstanding Baker,Baked,"Brooklyn, New York",Semifinalist,2015,,,,,,
49395,Cheryl Day,Restaurant & Chef,Outstanding Baker,Back in the Day Bakery,"Savannah, Georgia",Semifinalist,2015,,,,,,
49396,Griffith Day,Restaurant & Chef,Outstanding Baker,Back in the Day Bakery,"Savannah, Georgia",Semifinalist,2015,,,,,,
49416,Kathleen Weber,Restaurant & Chef,Outstanding Baker,Della Fattoria,"Petaluma, California",Semifinalist,2015,,,,,,
49403,John Kraus,Restaurant & Chef,Outstanding Baker,Patisserie 46,"Minneapolis, Minnesota",Semifinalist,2015,,,,,,
49408,Jonathan Stevens,Restaurant & Chef,Outstanding Baker,Hungry Ghost,"Northhampton, Massachusetts",Semifinalist,2015,,,,,,
49414,Lionel Vatinet,Restaurant & Chef,Outstanding Baker,La Farm Bakery,"Cary, North Carolina",Semifinalist,2015,,,,,,
49392,Andre Chin,Restaurant & Chef,Outstanding Baker,Artisan Boulanger Patissier,"Philadelphia, Pennsylvania",Semifinalist,2015,,,,,,
49393,Amanda Eap,Restaurant & Chef,Outstanding Baker,Artisan Boulanger Patissier,"Philadelphia, Pennsylvania",Semifinalist,2015,,,,,,
49401,Steve Horton,Restaurant & Chef,Outstanding Baker,Rustica Bakery,"Minneapolis, Minnesota",Semifinalist,2015,,,,,,
49404,Phoebe Lawless,Restaurant & Chef,Outstanding Baker,Scratch Bakery,"Durham, North Carolina",Semifinalist,2015,,,,,,
49407,Cheryl Maffei,Restaurant & Chef,Outstanding Baker,Hungry Ghost,"Northhampton, Massachusetts",Semifinalist,2015,,,,,,
49402,Marie Jackson,Restaurant & Chef,Outstanding Baker,The Flaky Tart,"Atlantic Highlands, New Jersey",Semifinalist,2015,,,,,,
49411,Lauren Mitterer,Restaurant & Chef,Outstanding Baker,Wildflour Pastry,"Charleston, South Carolina",Semifinalist,2015,,,,,,
49390,Evan Andres,Restaurant & Chef,Outstanding Baker,Columbia City Bakery,"Seattle, Washington",Semifinalist,2015,,,,,,
49391,Leif Bjelland,Restaurant & Chef,Outstanding Baker,Le Petit Outre,"Missoula, Montana",Semifinalist,2015,,,,,,
49394,Judy Contino,Restaurant & Chef,Outstanding Baker,Bittersweet Pastry,"Chicago, Illinois",Semifinalist,2015,,,,,,
49397,Abe Faber,Restaurant & Chef,Outstanding Baker,Clear Flour Bakery,"Brookline, Massachusetts",Semifinalist,2015,,,,,,
49398,Christy Timon,Restaurant & Chef,Outstanding Baker,Clear Flour Bakery,"Brookline, Massachusetts",Semifinalist,2015,,,,,,
49399,Zachary Golper,Restaurant & Chef,Outstanding Baker,Bien Cuit,"Brooklyn, New York",Semifinalist,2015,,,,,,
49400,Tim Healea,Restaurant & Chef,Outstanding Baker,Little T American Baker,"Portland, Oregon",Semifinalist,2015,,,,,,
49410,Megan Miller,Restaurant & Chef,Outstanding Baker,Baker Miller Bakery & Millhouse,"Chicago, Illinois",Semifinalist,2015,,,,,,
49412,Alison Pray,Restaurant & Chef,Outstanding Baker,Standard Baking Co.,"Portland, Maine",Semifinalist,2015,,,,,,
49413,Michael Runsvold,Restaurant & Chef,Outstanding Baker,Acme Bakeshop,"Boise, Idaho",Semifinalist,2015,,,,,,
49415,Edmund Weber,Restaurant & Chef,Outstanding Baker,Della Fattoria,"Petaluma, California",Semifinalist,2015,,,,,,
49409,Dave Miller,Restaurant & Chef,Outstanding Baker,Baker Miller Bakery & Millhouse,"Chicago, Illinois",Semifinalist,2015,,,,,,
48351,Jim Lahey,Restaurant & Chef,Outstanding Baker,Sullivan Street Bakery,"New York, New York",Winner,2015,,,,,,
53282,Trick Dog,Restaurant & Chef,Outstanding Bar Program,,"San Francisco, California",Nominee,2015,,,,,,
53283,Maison Premiere,Restaurant & Chef,Outstanding Bar Program,,"Brooklyn, New York",Nominee,2015,,,,,,
53281,Arnaud's French 75 Bar,Restaurant & Chef,Outstanding Bar Program,,"New Orleans, Louisiana",Nominee,2015,,,,,,
53280,Bar Agricole,Restaurant & Chef,Outstanding Bar Program,,"San Francisco, California",Nominee,2015,,,,,,
53567,Butcher and the Rye,Restaurant & Chef,Outstanding Bar Program,,"Pittsburgh, Pennsylvania",Semifinalist,2015,,,,,,
53571,The Dead Rabbit,Restaurant & Chef,Outstanding Bar Program,,"New York, New York",Semifinalist,2015,,,,,,
53574,Kimball House,Restaurant & Chef,Outstanding Bar Program,,"Decatur, Georgia",Semifinalist,2015,,,,,,
53570,Clyde Common,Restaurant & Chef,Outstanding Bar Program,,"Seattle, Washington",Semifinalist,2015,,,,,,
53565,Anvil Bar & Refuge,Restaurant & Chef,Outstanding Bar Program,,"Houston, Texas",Semifinalist,2015,,,,,,
53572,The Franklin Mortgage & Investment Co.,Restaurant & Chef,Outstanding Bar Program,,"Philadelphia, Pennsylvania",Semifinalist,2015,,,,,,
53569,Canon,Restaurant & Chef,Outstanding Bar Program,,"Seattle, Washington",Semifinalist,2015,,,,,,
53573,The Hawthorne,Restaurant & Chef,Outstanding Bar Program,,"Boston, Massachusetts",Semifinalist,2015,,,,,,
53579,The Varnish,Restaurant & Chef,Outstanding Bar Program,,"Los Angeles, California",Semifinalist,2015,,,,,,
53566,Barmini,Restaurant & Chef,Outstanding Bar Program,,"Washington, District of Columbia",Semifinalist,2015,,,,,,
53568,Cane & Table,Restaurant & Chef,Outstanding Bar Program,,"New Orleans, Louisiana",Semifinalist,2015,,,,,,
53575,The Other Room,Restaurant & Chef,Outstanding Bar Program,,"Lincoln, Nebraska",Semifinalist,2015,,,,,,
53576,The Patterson House,Restaurant & Chef,Outstanding Bar Program,,"Nashville, Tennessee",Semifinalist,2015,,,,,,
53577,Portland Hunt + Alpine Club,Restaurant & Chef,Outstanding Bar Program,,"Portland, Maine",Semifinalist,2015,,,,,,
53578,Torst,Restaurant & Chef,Outstanding Bar Program,,"Brooklyn, New York",Semifinalist,2015,,,,,,
54082,The Violet Hour,Restaurant & Chef,Outstanding Bar Program,,"Chicago, Illinois",Winner,2015,,,,,,
48343,Suzanne Jennifer Goin,Restaurant & Chef,Outstanding Chef,Lucques,"Los Angeles, California",Nominee,2015,,,,,,
48345,Donald Link,Restaurant & Chef,Outstanding Chef,Herbsaint,"New Orleans, Louisiana",Nominee,2015,,,,,,
48341,Sean Brock,Restaurant & Chef,Outstanding Chef,Husk,"Charleston, South Carolina",Nominee,2015,,,,,,
48344,Marc Vetri,Restaurant & Chef,Outstanding Chef,Vetri,"Philadelphia, Pennsylvania",Nominee,2015,,,,,,
49424,Maricel Presilla,Restaurant & Chef,Outstanding Chef,Cucharamama,"Hoboken, New Jersey",Semifinalist,2015,,,,,,
49419,Gabrielle Hamilton,Restaurant & Chef,Outstanding Chef,Prune,"New York, New York",Semifinalist,2015,,,,,,
49431,Michael Tusk,Restaurant & Chef,Outstanding Chef,Quince,"San Francisco, California",Semifinalist,2015,,,,,,
49425,Stephan Pyles,Restaurant & Chef,Outstanding Chef,Stephan Pyles,"Dallas, Texas",Semifinalist,2015,,,,,,
49417,Andrew Carmellini,Restaurant & Chef,Outstanding Chef,Locanda Verde,"New York, New York",Semifinalist,2015,,,,,,
49421,Johnny Monis,Restaurant & Chef,Outstanding Chef,Komi,"Washington, District of Columbia",Semifinalist,2015,,,,,,
49426,Andy Ricker,Restaurant & Chef,Outstanding Chef,Pok Pok,"Portland, Oregon",Semifinalist,2015,,,,,,
49427,Holly Smith,Restaurant & Chef,Outstanding Chef,Cafe Juanita,"Kirkland, Washington",Semifinalist,2015,,,,,,
49423,Nancy Oakes,Restaurant & Chef,Outstanding Chef,Boulevard,"San Francisco, California",Semifinalist,2015,,,,,,
49418,Traci Des Jardins,Restaurant & Chef,Outstanding Chef,Jardiniere,"San Francisco, California",Semifinalist,2015,,,,,,
49422,Carrie Nahabedian,Restaurant & Chef,Outstanding Chef,Naha,"Chicago, Illinois",Semifinalist,2015,,,,,,
49428,Michael Solomonov,Restaurant & Chef,Outstanding Chef,Zahav,"Philadelphia, Pennsylvania",Semifinalist,2015,,,,,,
49430,Fabio Trabocchi,Restaurant & Chef,Outstanding Chef,Fiola,"Washington, District of Columbia",Semifinalist,2015,,,,,,
49429,Ana K Sortun,Restaurant & Chef,Outstanding Chef,Oleana,"Cambridge, Massachusetts",Semifinalist,2015,,,,,,
49420,Claude Le Tohic,Restaurant & Chef,Outstanding Chef,Joel Robuchon Restaurant,"Las Vegas, Nevada",Semifinalist,2015,,,,,,
48342,Michael Anthony,Restaurant & Chef,Outstanding Chef,Gramercy Tavern,"New York, New York",Winner,2015,,,,,,
48331,Dana Cree,Restaurant & Chef,Outstanding Pastry Chef,Blackbird,"Chicago, Illinois",Nominee,2015,,,,,,
48332,Dahlia Narvaez,Restaurant & Chef,Outstanding Pastry Chef,Osteria Mozza,"Los Angeles, California",Nominee,2015,,,,,,
48333,Ghaya Oliveira,Restaurant & Chef,Outstanding Pastry Chef,Daniel,"New York, New York",Nominee,2015,,,,,,
48334,Maura Kilpatrick,Restaurant & Chef,Outstanding Pastry Chef,Oleana,"Cambridge, Massachusetts",Nominee,2015,,,,,,
49441,Dolester Miles,Restaurant & Chef,Outstanding Pastry Chef,Highlands Bar and Grill,"Birmingham, Alabama",Semifinalist,2015,,,,,,
49445,Nick Wesemann,Restaurant & Chef,Outstanding Pastry Chef,The American Restaurant,"Kansas City, Missouri",Semifinalist,2015,,,,,,
49433,Caitlin Dysart,Restaurant & Chef,Outstanding Pastry Chef,2941,"Falls Church, Virginia",Semifinalist,2015,,,,,,
49446,Jennifer Yee,Restaurant & Chef,Outstanding Pastry Chef,Lafayette,"New York, New York",Semifinalist,2015,,,,,,
49437,Yasmin Lozada-Hissom,Restaurant & Chef,Outstanding Pastry Chef,Spuntino,"Denver, Colorado",Semifinalist,2015,,,,,,
49444,Amanda Rockman,Restaurant & Chef,Outstanding Pastry Chef,Nico Osteria,"Chicago, Illinois",Semifinalist,2015,,,,,,
49432,Bill Corbett,Restaurant & Chef,Outstanding Pastry Chef,Absinthe Group,"San Francisco, California",Semifinalist,2015,,,,,,
49434,Kelly Fields,Restaurant & Chef,Outstanding Pastry Chef,Restaurant August/Besh Restaurant Group,"New Orleans, Louisiana",Semifinalist,2015,,,,,,
49435,Kate Jacoby,Restaurant & Chef,Outstanding Pastry Chef,Vedge,"Philadelphia, Pennsylvania",Semifinalist,2015,,,,,,
49438,Margarita Manzke,Restaurant & Chef,Outstanding Pastry Chef,Republique,"Los Angeles, California",Semifinalist,2015,,,,,,
49439,Salvatore Martone,Restaurant & Chef,Outstanding Pastry Chef,L'Atelier Joel Robuchon,"Las Vegas, Nevada",Semifinalist,2015,,,,,,
49440,Ron Mendoza,Restaurant & Chef,Outstanding Pastry Chef,Aubergine at L'Auberge Carmel,"Carmel, California",Semifinalist,2015,,,,,,
49442,Pamela Moxley,Restaurant & Chef,Outstanding Pastry Chef,Miller Union,"Atlanta, Georgia",Semifinalist,2015,,,,,,
